,state_code,state,district,sero_0,N_0,sero_1,N_1,sero_2,N_2,sero_3,N_3,sero_4,N_4,sero_5,N_5,sero_6,N_6,N_tot,Rt,Rt_upper,Rt_lower,S0,I0,R0,D0,dT0,dD0,V0
151,GJ,Gujarat,Chhota Udaipur,0.30933824,1339967.0,0.30933824,873507.0,0.31738007,647690.0,0.32179883,542351.0,0.3304282,377958.0,0.29007354,226914.0,0.26527408,128838.0,4137225.0,2.112399668389757,2.1870442137476127,2.0374306985000707,1436697.6958605843,0.0,3010297.8930526925,0,47953.288578176536,0,528135.732874866
152,GJ,Gujarat,Dahod,0.26303935,986772.0,0.26303935,415844.0,0.28303564,273083.0,0.27770424,194032.0,0.28131497,126664.0,0.24644345,79529.0,0.23436114,45960.0,2121884.0,1.9151663101916467,1.9765668100890856,1.853546465892395,797945.661000836,0.0,1417961.1941074724,0,21761.61640124321,0,270868.21756502293
153,GJ,Gujarat,Dang,0.26478347,101340.0,0.26478347,44755.0,0.28432107,27708.0,0.27704355,24113.0,0.27878952,17237.0,0.24425668,8578.0,0.23145533,4212.0,227943.0,1.0043838926857505,2.166405842705631,0.0,16069.07284991999,47488.983671569644,164384.94347851037,0,9167.62184784,0,29097.96865258611
154,GJ,Gujarat,Devbhumi Dwarka,0.30242870000000005,737294.0,0.30242870000000005,483304.0,0.31398878,321026.0,0.31602874,255293.0,0.3213313,168653.0,0.28350788,108111.0,0.2554192,81691.0,2155372.0,2.145237143152797,2.229174230215582,2.0608896059785957,753904.9662263216,67046.96158565255,1334420.0721880258,0,37767.13783658128,0,275143.1142463766
155,GJ,Gujarat,Gandhinagar,0.30068687,453469.0,0.30068687,315860.0,0.31178793,217113.0,0.31472993,174749.0,0.3211239,114852.0,0.27920642,68734.0,0.25534913,41300.0,1386077.0,1.9518823667160463,2.075683198146447,1.8271865630832418,390527.7234071016,0.0,1137847.6246759503,13,13194.698271065108,1,176939.08168301109
156,GJ,Gujarat,Gir Somnath,0.2894492,939773.0,0.2894492,588115.0,0.30247122,410972.0,0.30266517,338184.0,0.3073059,218637.0,0.26942065,139005.0,0.24654211,104008.0,2738694.0,2.0213935081642176,2.099867699968377,1.9425606686250636,1352062.9607094405,0.0,1446024.7060388087,0,14637.203088922162,0,349606.8410129974
157,GJ,Gujarat,Jamnagar,0.30242870000000005,737294.0,0.30242870000000005,483304.0,0.31398878,321026.0,0.31602874,255293.0,0.3213313,168653.0,0.28350788,108111.0,0.2554192,81691.0,2155372.0,1.555834645461504,1.6299259635768801,1.4814237042277207,974017.7663447498,82683.47330397391,1098666.7603512763,4,27094.51809283886,2,275143.1142463766
158,GJ,Gujarat,Junagadh,0.2894492,939773.0,0.2894492,588115.0,0.30247122,410972.0,0.30266517,338184.0,0.3073059,218637.0,0.26942065,139005.0,0.24654211,104008.0,2738694.0,1.6708582301677664,1.7242319588507469,1.617318834850556,1212530.0814311276,24887.716507146368,1501270.202061726,6,26795.244371819896,0,349606.8410129974
159,GJ,Gujarat,Kheda,0.27804288,784756.0,0.27804288,475904.0,0.2937655,345990.0,0.29061562,282231.0,0.29620826,194864.0,0.26130608,121414.0,0.24378592,72368.0,2277527.0,1.895733801470099,1.993951722822173,1.7969534150457251,360429.0146299661,0.0,1938265.795293148,0,25918.807261413043,0,290736.7598540797
160,GJ,Gujarat,Kutch,0.29103294,791347.0,0.29103294,487257.0,0.30638492,304174.0,0.30753288,219878.0,0.3120449,139870.0,0.27271090000000003,84452.0,0.24892874,61764.0,2088742.0,2.0601952232543024,2.124991258084025,1.9951548648291983,753988.367808027,0.0,1372272.6754286187,0,19799.167481863562,0,266637.4893694477
161,GJ,Gujarat,Mahisagar,0.27804288,784756.0,0.27804288,475904.0,0.2937655,345990.0,0.29061562,282231.0,0.29620826,194864.0,0.26130608,121414.0,0.24378592,72368.0,2277527.0,1.7744034877084074,1.8653238755087043,1.6830013164549185,638154.1652343795,179506.8721987435,1459865.962566877,0,33598.45385738728,0,290736.7598540797
162,GJ,Gujarat,Mehsana,0.28077385,671220.0,0.28077385,448231.0,0.29702955,299679.0,0.29463652,254753.0,0.2984636,171488.0,0.2603497,111469.0,0.24210836,74621.0,2031461.0,2.439656734925232,2.4964380846216434,2.382687852333299,555651.6189675108,76392.78440992837,1399416.5966225609,0,41491.88447224749,0,259325.30719061886
163,GJ,Gujarat,Morbi,0.28457140000000003,657901.0,0.28457140000000003,375534.0,0.2995488,243698.0,0.29965693,195654.0,0.30510843,132677.0,0.26866135,85201.0,0.24672768,62704.0,1753369.0,1.3145856897163761,1.3857496861267387,1.2431268778952036,720786.281955944,16863.895088873338,1015717.8229551826,1,13264.402504518504,1,223825.5888464057
164,GJ,Gujarat,Narmada,0.26499927,219108.0,0.26499927,117722.0,0.28378594,85392.0,0.27769625,72518.0,0.28092280000000003,45947.0,0.24527158,30882.0,0.23326285,16637.0,588206.0,1.7657807414502336,1.9317921250743546,1.5981560767499987,201059.35584517493,0.0,401341.7913151329,0,7351.763575853001,0,75087.1917508459
165,GJ,Gujarat,Navsari,0.2886601,386554.0,0.2886601,286460.0,0.30093956,208539.0,0.29745877,181810.0,0.30222958,128712.0,0.26480353,79270.0,0.24674818,50975.0,1322320.0,2.2662378355738473,2.5337877999356357,1.9944725221981132,655546.8919398546,105831.2974749594,560941.810585186,0,26646.137218016964,0,168800.20842354302
166,GJ,Gujarat,Panchmahal,0.26896572,933447.0,0.26896572,488412.0,0.28727707,336546.0,0.28220996,263379.0,0.28458992,178596.0,0.24837245,116104.0,0.23429087,68691.0,2385175.0,1.960993511974052,2.051821458342218,1.869684763931994,1112823.2736225645,0.0,1336764.336920645,0,17769.595566396172,0,304478.5204236677
167,GJ,Gujarat,Patan,0.27616212,499285.0,0.27616212,287072.0,0.29340804,189438.0,0.2910428,151943.0,0.29510102,101812.0,0.2582607,66795.0,0.24151812,44858.0,1341203.0,1.21774321272247,1.2795197792247535,1.1557446018444344,392314.34525966854,66976.6221446041,881912.0325957274,0,19489.793082569035,0,171210.7099176305
168,GJ,Gujarat,Porbandar,0.3073375,191816.0,0.3073375,123070.0,0.31609485,89145.0,0.31962663,74632.0,0.32600075,49975.0,0.28787836,32636.0,0.25970376,23027.0,584301.0,2.858122840597318,3.0132479375218972,2.701590005994212,321365.83169408917,5965.729944320803,256969.43836159003,0,5056.445544344439,0,74588.70060354877
169,GJ,Gujarat,Rajkot,0.31726626,1213208.0,0.31726626,867360.0,0.3253462,580550.0,0.33050165,472321.0,0.33651444,322452.0,0.29601398,192564.0,0.26441792,144560.0,3793015.0,1.657701191405436,1.7195585253018033,1.5956212311008064,394419.00060778623,154795.0071454444,3243662.9922467694,138,67473.46734618775,9,484195.7488003093
170,GJ,Gujarat,Sabarkantha,0.26955572,895376.0,0.26955572,497755.0,0.28786018,347410.0,0.28285354,283553.0,0.28562945,198078.0,0.25024998,125622.0,0.23541585,77205.0,2424999.0,2.260380452799426,2.342281368586957,2.1780888053631045,715286.2929864626,89660.17805453064,1620049.5289590068,3,26642.487105530676,1,309562.2365440161
171,GJ,Gujarat,Surat,0.34256104,1907719.0,0.34256104,1655724.0,0.34168613,1040421.0,0.34976533,700325.0,0.3547625,393669.0,0.31149375,205913.0,0.27961698,123833.0,6027604.0,1.7546816123320004,1.828458694445812,1.680587618319305,1215771.7050055014,264329.52634903695,4546456.768645462,1046,107089.30457717166,24,769451.2761620346
172,GJ,Gujarat,Surendranagar,0.28457140000000003,657901.0,0.28457140000000003,375534.0,0.2995488,243698.0,0.29965693,195654.0,0.30510843,132677.0,0.26866135,85201.0,0.24672768,62704.0,1753369.0,2.2518421923612286,2.4805055880459967,2.0201067804374193,820399.3262924965,0.0,1020124.5138411666,4,14949.939688853336,2,223825.5888464057
173,GJ,Gujarat,Tapi,0.26386285,253540.0,0.26386285,168507.0,0.2832033,122824.0,0.27534816,112195.0,0.27884528,74029.0,0.24378067,46555.0,0.23180811,23991.0,801641.0,3.0997333545873524,3.3062789105691976,2.8906845853836387,397041.50967588706,71780.9499592454,332818.54036486754,0,17908.004447953987,0,102333.14771073374
174,GJ,Gujarat,Vadodara,0.30933824,1339967.0,0.30933824,873507.0,0.31738007,647690.0,0.32179883,542351.0,0.3304282,377958.0,0.29007354,226914.0,0.26527408,128838.0,4137225.0,1.3983980144304826,1.4530570419141902,1.3435652323807266,611238.111940044,0.0,3718848.219199003,168,43341.21839501888,7,528135.732874866
175,GJ,Gujarat,Valsad,0.29775032,570004.0,0.29775032,374528.0,0.30843124,273596.0,0.30564675,212278.0,0.30783498,133297.0,0.27014140000000003,79659.0,0.25119865,46950.0,1690312.0,2.0960444935939906,2.1536269885503847,2.0382691275046527,913386.3977584098,120171.41828456556,656754.1839570246,0,19652.41826918019,0,215776.0737951599
176,HR,Haryana,Ambala,0.3011277,349681.0,0.3011277,268178.0,0.3131599,170926.0,0.3159,137200.0,0.32519582,90098.0,0.28258386,67515.0,0.25671489999999997,44072.0,1127670.0,1.4986553504302338,1.619699864701201,1.3767554095647632,490723.66656553245,53375.435503644985,583499.8979308226,71,7880.560883816487,1,120300.56914910747
177,HR,Haryana,Bhiwani,0.27436993,587509.0,0.27436993,377451.0,0.29156634,232836.0,0.28868684,172924.0,0.29357088,110909.0,0.25392878,92953.0,0.23633878,57566.0,1632148.0,2.5625772919053116,2.636987495227298,2.4878447022754515,712211.8087478315,23527.97273830592,896354.2185138626,54,14099.658223355966,1,174118.6103519447
178,HR,Haryana,Charkhi Dadri,0.27436993,587509.0,0.27436993,377451.0,0.29156634,232836.0,0.28868684,172924.0,0.29357088,110909.0,0.25392878,92953.0,0.23633878,57566.0,1632148.0,2.0647509961740504,2.170503523824479,1.958346109850265,724523.3028273194,0.0,1066705.3162522523,0,12433.215029762749,0,174118.6103519447
179,HR,Haryana,Faridabad,0.33854675,665852.0,0.33854675,429750.0,0.34278098,282701.0,0.35552016,198617.0,0.36588845,118017.0,0.32274,72590.0,0.28416565,40422.0,1807949.0,2.330180930889723,2.451149400876089,2.2083581125808474,413890.06726007303,42104.36201677029,1351658.5707231567,296,20611.58171259041,2,192873.1753904597
180,HR,Haryana,Fatehabad,0.27365616,339655.0,0.27365616,216090.0,0.29085022,133757.0,0.28795487,103252.0,0.29295227,61136.0,0.25370845,54942.0,0.23822659,31391.0,940223.0,1.4478838424593428,1.5878091009058266,1.306814221031533,378541.0862711464,20109.89353068266,541527.0201981709,45,12696.58846822982,1,100303.6012548718
181,HR,Haryana,Gurugram,0.32675627,505385.0,0.32675627,370146.0,0.33592165,265274.0,0.3431558,162827.0,0.35020226,96604.0,0.30864504,69529.0,0.27490288,44174.0,1513939.0,2.218777304145961,2.2793859109224037,2.157954984176631,104276.53018616373,18968.700187807437,1390453.7696260288,240,30526.347839962327,1,161507.99733701404
182,HR,Haryana,Hisar,0.28809133,610441.0,0.28809133,407389.0,0.301996,256659.0,0.30196047,199877.0,0.30919015,119371.0,0.26722452,91863.0,0.24704486,53875.0,1739475.0,2.5098087931627475,2.593956194909679,2.425248876806586,619076.8065425428,0.0,1168792.0693453318,242,18750.94689674123,1,185568.32452813652
183,HR,Haryana,Jhajjar,0.28059629999999997,326297.0,0.28059629999999997,223678.0,0.29682183,139694.0,0.29460478,105401.0,0.29777566,69602.0,0.25826642,55444.0,0.23860611,37310.0,957426.0,1.8326112226544515,1.9254592781774071,1.7392606813880291,363702.34553621535,10745.542131254217,582941.1123325304,37,10416.204464276923,0,102138.82848541983
184,HR,Haryana,Jind,0.27808097,478852.0,0.27808097,305233.0,0.29400653,187767.0,0.29226345,147937.0,0.29807636,90459.0,0.2565562,76422.0,0.23934522,46597.0,1333267.0,1.9511276010331298,2.5244250755788875,1.3581205786046449,295734.6363452618,53208.128652279265,984299.2350024589,25,29914.578569548543,1,142233.79084991448
185,HR,Haryana,Kaithal,0.27659583,380193.0,0.27659583,250001.0,0.2935421,150707.0,0.29140216,115106.0,0.2962764,71140.0,0.25617242,65656.0,0.23924582,39524.0,1072327.0,0.9948491299804718,1.2545568461455103,0.7311713919496823,489535.14053140115,23079.07908290997,559685.7803856889,27,10118.661763954247,0,114396.54190849714
186,HR,Haryana,Karnal,0.28498379999999995,527435.0,0.28498379999999995,357537.0,0.30089518,216947.0,0.30132103,163462.0,0.31042022,101703.0,0.26761818,81961.0,0.24704064,51020.0,1500065.0,1.6391530185234424,1.8573041471076368,1.4182075647280612,508902.3048432128,119142.76153749356,871935.9336192936,84,21055.25633809832,1,160027.90999197983
187,HR,Haryana,Kurukshetra,0.2853699,319659.0,0.2853699,232375.0,0.29886377,139018.0,0.2988395,111812.0,0.30777973,69566.0,0.2649761,55502.0,0.24389073,35148.0,963080.0,1.3234820516497068,1.432717394267651,1.213550532267394,391651.816934173,35759.71528876887,535614.4677770581,54,7823.020455723216,1,102742.00088334568
188,HR,Haryana,Mahendragarh,0.26838353,320145.0,0.26838353,209855.0,0.28734916,129671.0,0.282235,99721.0,0.28554332,65898.0,0.24777147,56328.0,0.23321506,39032.0,920650.0,2.9569604046653843,3.2181524794081584,2.69175244614698,534232.9123129416,0.0,417649.5772095668,0,2021.6140611430553,0,98215.54088263924
189,HR,Haryana,Nuh,0.26585737,581728.0,0.26585737,209202.0,0.28625822,109287.0,0.28072870000000005,77629.0,0.28368464,45800.0,0.24727657,41300.0,0.2337806,23588.0,1088534.0,3.668389285895648,3.912269223598977,3.421011742375789,670596.3728279078,3340.267128182575,414597.3600439097,0,4340.219707956975,0,116125.51521114737
190,HR,Haryana,Palwal,0.27852425,458026.0,0.27852425,226163.0,0.2957729,127157.0,0.29374173,96886.0,0.2979466,58147.0,0.25900897,45456.0,0.24049692,30310.0,1042145.0,2.3467292217763625,2.5524592858557855,2.1385157908845063,615821.863499156,0.0,432003.73991606163,0,2850.388699582198,0,111176.70651511224
191,HR,Haryana,Panchkula,0.31122908,179760.0,0.31122908,129318.0,0.32267335,90372.0,0.32952392,66704.0,0.34285846,42674.0,0.29911566,31384.0,0.26805213,19548.0,559760.0,1.5149861623837424,1.5987220775609192,1.4308417669753095,152446.84170203895,31555.042509148596,375692.11578881246,66,6939.466690870323,1,59715.56092376706
192,HR,Haryana,Panipat,0.3028616,451724.0,0.3028616,287351.0,0.31467628,172330.0,0.3189578,126434.0,0.32467055,76836.0,0.28090346,55379.0,0.25536886,35029.0,1205083.0,1.8219875387330966,1.9574707998145717,1.6854316966553342,574622.1311020792,45504.200497078826,584905.668400842,51,9881.385029821982,1,128559.03834624836
193,HR,Haryana,Rewari,0.2814585,309031.0,0.2814585,209716.0,0.29789540000000003,132042.0,0.2953465,98662.0,0.29729334,64229.0,0.25707199999999997,52585.0,0.23862526,33743.0,900008.0,2.23529827740846,2.3957261105185363,2.0733643512770814,478369.13358357997,0.0,446286.4613467933,10,1809.6088687400002,0,96013.43889502241
194,HR,Haryana,Rohtak,0.29918134,359627.0,0.29918134,246114.0,0.31047800000000003,150217.0,0.31400955,119137.0,0.32185313,82754.0,0.2786225,61561.0,0.25318086,41370.0,1060780.0,1.8360354564632286,2.0401739023364334,1.6294521483245936,455430.1646972967,0.0,631164.2053865818,63,5641.57390888614,0,113164.70043717597
195,HR,Haryana,Sirsa,0.2800107,448322.0,0.2800107,301906.0,0.29538724,187725.0,0.2936548,146619.0,0.30076054,87880.0,0.25941193,74543.0,0.24049768,45762.0,1292757.0,1.850969762753095,1.9293387523182268,1.77224308860392,569742.1360752626,5340.254750018357,717623.6091747191,51,11612.242108681328,0,137912.15769816766
196,HR,Haryana,Sonipat,0.28648898,513024.0,0.28648898,342177.0,0.30218670000000003,203795.0,0.30196607,156421.0,0.30688885,103966.0,0.26718003,77026.0,0.24516484,52326.0,1448735.0,2.486706769896641,2.561303956675037,2.4117855710146423,657524.0606212148,57927.49928855966,733282.4400902255,1,18031.28320764924,0,154551.9922018252
197,HR,Haryana,Yamunanagar,0.29528522,407363.0,0.29528522,287450.0,0.30784717,176572.0,0.31051064,141136.0,0.32052296,89377.0,0.27566254,68849.0,0.25399485,43160.0,1213907.0,1.172573441794323,1.3502299812765592,0.9930680897573828,439328.51012837247,32027.972719288548,742486.517152339,64,13234.970378677102,1,129500.38840625857
198,HP,Himachal Pradesh,Bilaspur,0.25915825,113325.0,0.25915825,80346.0,0.2807405,59759.0,0.27388185,47608.0,0.27511978,35011.0,0.24014343,23511.0,0.22787329999999997,21975.0,381535.0,1.4445899172344,1.5790789045807796,1.3090440952753772,42705.09886096849,0.0,341413.82421446504,0,4550.4955833874765,0,66379.88805575481
199,HP,Himachal Pradesh,Chamba,0.25952759999999997,190710.0,0.25952759999999997,115845.0,0.28195724,72616.0,0.27435154,57990.0,0.2764134,39928.0,0.24263828,24696.0,0.23041125,16942.0,518727.0,1.7547414375222425,1.9409730710328505,1.5664771866980998,66787.55428431742,0.0,463320.5357555424,4,4005.5757719299495,0,90248.70638734986
200,HP,Himachal Pradesh,Hamirpur,0.25979838,135782.0,0.25979838,88262.0,0.28111586,67632.0,0.2740747,56309.0,0.27523375,43911.0,0.24074304,32574.0,0.22782944,30156.0,454626.0,1.9651335841341357,2.2488537656255048,1.676668601447235,0.0,1652.8579336462426,466129.3598754407,4,9137.320119186548,0,79096.34237287691
201,HP,Himachal Pradesh,Kangra,0.25868827,455748.0,0.25868827,310833.0,0.27997372,230720.0,0.27203235,188452.0,0.27412954,142005.0,0.23988363,98240.0,0.22816749,79175.0,1505173.0,1.5356513342865912,2.0951449497824957,0.9574014096018885,0.0,126179.39512233506,1513977.7964030548,147,28980.134976471207,3,261871.69000103435
202,HP,Himachal Pradesh,Kinnaur,0.25215173,22314.0,0.25215173,20046.0,0.27491853,14908.0,0.2652932,11691.0,0.2671211,6883.0,0.23450778,4276.0,0.22447728,3916.0,84034.0,2.245858714155438,3.342753465570863,1.0744719570367673,0.0,0.0,183465.46001241097,0,1369.8561884482929,0,14620.329754484648
203,HP,Himachal Pradesh,Kullu,0.26228616,141681.0,0.26228616,103046.0,0.28394076,68420.0,0.27724013,52090.0,0.27982706,35188.0,0.24458584,21478.0,0.23130068,15616.0,437519.0,2.203061149776601,2.4330426174609903,1.9699719073629067,0.0,0.0,659514.4828082217,35,4405.762306891843,0,76120.04728862566
204,HP,Himachal Pradesh,Lahaul And Spiti,0.25215173,8890.0,0.25215173,7038.0,0.27491853,5136.0,0.2652932,4045.0,0.2671211,2901.0,0.23450778,1713.0,0.22447728,1586.0,31309.0,2.127614264910904,2.5715044325835965,1.6719991936091443,0.0,0.0,46423.15894169616,0,931.4801650828987,0,5447.175003964584
205,HP,Himachal Pradesh,Mandi,0.25863105,313665.0,0.25863105,210620.0,0.2804581,157443.0,0.27350757,121878.0,0.27616087,88670.0,0.24199118,57614.0,0.22931805,48377.0,998267.0,1.715461434883975,1.830168762674441,1.5999861902701202,0.0,0.0,1377191.4204291399,59,10992.073779078435,1,173679.61447771292
206,HP,Himachal Pradesh,Shimla,0.2816225,235869.0,0.2816225,189852.0,0.29667562,134014.0,0.295198,107942.0,0.29765555,72867.0,0.25351256,41756.0,0.23637833,30954.0,813254.0,1.1065093323132447,1.244105372541006,0.9678068611474281,0.0,0.0,1586183.4441994482,201,11217.669913734722,2,141490.84482654234
207,HP,Himachal Pradesh,Sirmaur,0.26376998,188489.0,0.26376998,121755.0,0.28548506,77423.0,0.27924737,59416.0,0.28084114,40486.0,0.24707884,25161.0,0.23292033,16824.0,529554.0,1.8972321888833001,1.9963670617370715,1.7975242690724433,227548.12896020018,13219.247509006527,288786.6235307933,0,5307.778378675013,0,92132.40001435566
208,HP,Himachal Pradesh,Solan,0.27464867,182533.0,0.27464867,139000.0,0.29114798,97681.0,0.28470773,69487.0,0.28574120000000003,44522.0,0.24898888,26741.0,0.23364188,19545.0,579509.0,1.6458794745767427,1.7657712327026842,1.525148561905481,158704.49147548247,31807.90054095356,388992.60798356397,4,7802.193063572158,0,100823.62705204613
209,HP,Himachal Pradesh,Una,0.26211134,164752.0,0.26211134,108471.0,0.28213078,78571.0,0.27540213,63780.0,0.27774093,45175.0,0.24317445,32219.0,0.22990818,27964.0,520932.0,1.3312847395616156,1.68998840430699,0.9649632083503296,29697.10387415992,44118.01757057774,447096.87855526234,20,8347.654172470293,1,90632.33476525212
210,JK,Jammu And Kashmir,Anantnag,0.28252932,488490.0,0.28252932,215655.0,0.2993545,137912.0,0.2974563,102076.0,0.30086792,63964.0,0.26481059999999995,41184.0,0.24547596,28371.0,1077652.0,1.7083236978259184,1.8210287845844095,1.5948773552037985,670304.9453127366,0.0,423967.23827430006,6,2448.8269303010393,0,131992.8693632617
211,JK,Jammu And Kashmir,Bandipora,0.2718532,165478.0,0.2718532,86900.0,0.28981674,51679.0,0.28648698,38786.0,0.28911775,22504.0,0.25496155,15421.0,0.23859997,10877.0,391645.0,1.882740999197021,2.7925673816075873,0.9222514560444328,258169.72072896612,0.0,139588.01319099273,0,450.64453858124966,0,47969.42549336393
212,JK,Jammu And Kashmir,Baramulla,0.27512234,413564.0,0.27512234,222960.0,0.2931307,138617.0,0.28787935,101042.0,0.2911444,59300.0,0.2560698,40851.0,0.23892479,30362.0,1006696.0,1.3469832168065285,1.4738971391818039,1.2191285754262124,490262.1185030585,0.0,638198.201438013,66,5502.260673301417,0,123302.04334657024
213,JK,Jammu And Kashmir,Budgam,0.26939395,355335.0,0.26939395,147888.0,0.28904253,90764.0,0.28235266,70169.0,0.28373063,41613.0,0.2500498,28117.0,0.23571776,19248.0,753134.0,2.0307184935356455,2.465974631673946,1.5841949245298528,442765.34661373415,0.0,316207.3910214369,15,1946.5629829103782,0,92245.28667420534
214,JK,Jammu And Kashmir,Doda,0.26133865,174961.0,0.26133865,88615.0,0.2825851,55495.0,0.27653363,37694.0,0.27964229999999995,23641.0,0.24303400000000003,17093.0,0.22970821,12010.0,409509.0,1.2553029241978058,2.0722568647493125,0.3977320323501121,263037.06618564983,0.0,154800.78384309146,16,217.31740922010408,0,50157.44223560105
215,JK,Jammu And Kashmir,Ganderbal,0.26887837,128955.0,0.26887837,65210.0,0.28788424,39092.0,0.2850245,27853.0,0.28746456,16028.0,0.25205229999999995,11300.0,0.23711339,8583.0,297021.0,1.194880625228178,1.9263277928505482,0.4310425717751971,182093.48913139678,0.0,119617.25706426536,0,392.0767961402242,0,36379.697760636416
216,JK,Jammu And Kashmir,Jammu,0.30662572,466594.0,0.30662572,350233.0,0.31811264,241019.0,0.32456508,194876.0,0.33313587,131776.0,0.29413277,80146.0,0.26372832,63663.0,1528307.0,1.8553555127845531,1.9517060262157284,1.758463778076898,728355.7243624452,13791.48750000808,785882.7881375467,277,7050.301440485758,1,187189.95204199353
217,JK,Jammu And Kashmir,Kathua,0.26879266,224471.0,0.26879266,133393.0,0.28767467,91163.0,0.2841787,68960.0,0.28822616,44583.0,0.25246528,28955.0,0.23510437,24146.0,615671.0,1.9402113926417341,2.0803750727614116,1.798899430405422,367752.4793038735,1996.3776894279872,245922.1430066985,0,2394.0629680956417,0,75408.55663400494
218,JK,Jammu And Kashmir,Kishtwar,0.25956738,98721.0,0.25956738,47210.0,0.2813623,31504.0,0.2756849,21911.0,0.2776401,13733.0,0.24241492,9990.0,0.22989079999999998,7361.0,230430.0,2.6104903674997484,3.6510507772846275,1.5031261647567185,137669.44583727454,0.0,104143.0111136895,0,104.85367840549223,0,28223.505257148314
219,JK,Jammu And Kashmir,Kulgam,0.27413258,174281.0,0.27413258,92577.0,0.2920308,57340.0,0.28803933,42530.0,0.2908717,27024.0,0.25640115,17753.0,0.23972997,12476.0,423981.0,2.379721552506536,2.702255056386607,2.051042195869237,277490.9703501953,5693.465781540464,140796.56386826423,0,1253.7660873827858,0,51930.00035772686
220,JK,Jammu And Kashmir,Kupwara,0.26511115,432117.0,0.26511115,168642.0,0.28665617,106183.0,0.2812369,72252.0,0.28107527,40307.0,0.24610314,27478.0,0.23275632,21894.0,868873.0,0.941216009162942,1.624244714832364,0.23002533619717713,534144.7582636916,0.0,353461.3030880495,15,1188.786246653556,0,106421.21982074481
221,JK,Jammu And Kashmir,Pulwama,0.26895067,216559.0,0.26895067,126042.0,0.28785166,78197.0,0.2827425,58835.0,0.28368990000000005,37381.0,0.24901177,25071.0,0.23436496,17659.0,559744.0,2.4160854079184113,3.162482072596568,1.6359297313879813,351532.9292855166,0.0,211613.76114319384,20,1170.692310946326,0,68558.51116025355
222,JK,Jammu And Kashmir,Punch,0.2620444,207596.0,0.2620444,97383.0,0.28312185,63497.0,0.27658647,46321.0,0.27969629999999995,27905.0,0.24437706,18154.0,0.23091362,15275.0,476131.0,2.1422105219890444,2.499516975594035,1.777346057448886,328856.4917084164,0.0,176486.41884290834,0,480.8963536051711,0,58317.431678129076
223,JK,Jammu And Kashmir,Rajouri,0.2639087,266729.0,0.2639087,138174.0,0.28547290000000003,89687.0,0.27716735,63478.0,0.27643976,38063.0,0.24126272,24025.0,0.22859308,21231.0,641387.0,2.7643958946126563,3.0568543989214945,2.4668932185712,425905.4149368651,0.0,224242.3386482371,18,1006.661959807015,0,78558.30129048556
224,JK,Jammu And Kashmir,Ramban,0.25773853,129998.0,0.25773853,58528.0,0.27954406,36384.0,0.27177402,25220.0,0.27421233,15900.0,0.23969899999999997,10116.0,0.22818327,7204.0,283350.0,3.6289397247895203,5.533976358776746,1.4873641636526926,179154.714471053,0.0,107023.95854462885,0,402.6870938316792,0,34705.247644026276
225,JK,Jammu And Kashmir,Reasi,0.2629192,136400.0,0.2629192,67567.0,0.28368142,41398.0,0.27764356,29369.0,0.28098613,18073.0,0.2446194,11969.0,0.23084709,9701.0,314477.0,1.7331124841039227,1.8694382848882762,1.5957006670950695,158228.67745421015,29943.404205143263,126304.91834064659,0,5904.518565736035,0,38517.741885831834
226,JK,Jammu And Kashmir,Samba,0.27205908,105483.0,0.27205908,71794.0,0.2902828,49289.0,0.28519765,38957.0,0.28740853,24295.0,0.25053388,15496.0,0.23482992,13231.0,318545.0,2.3069445153677526,2.743012159834003,1.8595668400732406,196233.0402765845,0.0,143187.68252681737,4,774.6711031039687,0,39015.998273394565
227,JK,Jammu And Kashmir,Shopiyan,0.26013082,109649.0,0.26013082,60437.0,0.28163975,35148.0,0.2734503,25604.0,0.27525473,16626.0,0.24170753,10757.0,0.22960255,7775.0,265996.0,1.4237805048329102,1.7438177066436076,1.09769310829385,178679.11582485487,0.0,87923.07076822547,0,205.29048003560766,0,32579.696673091275
228,JK,Jammu And Kashmir,Srinagar,0.359168,402107.0,0.359168,291131.0,0.35594025,199816.0,0.37284425,151745.0,0.38410065,92421.0,0.34352875,59077.0,0.30264509999999994,38832.0,1235129.0,1.6142824402514684,1.7636364988008142,1.4636238788005085,424774.0087772851,4763.305564062903,805252.685658652,339,10132.177462314008,1,151280.9522404042
229,JK,Jammu And Kashmir,Udhampur,0.27585188,214123.0,0.27585188,125022.0,0.29599559999999997,83515.0,0.29319772,57270.0,0.2936144,36123.0,0.2551093,22165.0,0.23819655,16469.0,554687.0,0.9782294362859834,1.1427801647324356,0.8120938263851516,255333.48167518043,31797.615000760998,267547.90332405857,8,4501.093066469995,0,67939.12016912653
230,JH,Jharkhand,Bokaro,0.30774075,812229.0,0.30774075,449009.0,0.31520265,297078.0,0.31983979999999995,213297.0,0.33066100000000004,145863.0,0.2849434,97776.0,0.25586075,38476.0,2053728.0,2.076376707159456,2.1459086797258937,2.006563313035282,1062378.6456663795,25519.958707769518,965822.3956258511,7,16456.577880457735,1,165018.85727678164
231,JH,Jharkhand,Chatra,0.2598453,490791.0,0.2598453,201859.0,0.28035778,131593.0,0.27272009999999997,91299.0,0.27470425,58850.0,0.23983485,44589.0,0.22874466,23243.0,1042224.0,2.5095266474124114,3.36583297774657,1.6084889244908032,682663.1889019143,51870.72701299359,307690.08408509206,0,11715.01389542635,0,83743.61819405318
